hash,p,d,q,P,D,Q,s,AIC,MACAPE
39150,0.0,1.0,3.0,2.0,2.0,2.0,12.0,,
40061,0.0,1.0,3.0,2.0,2.0,3.0,12.0,,
92219,0.0,1.0,3.0,3.0,0.0,0.0,12.0,2396.26621286,0.109821520026
93130,0.0,1.0,3.0,3.0,0.0,1.0,12.0,2396.31246255,0.109999164293
94041,0.0,1.0,3.0,3.0,0.0,2.0,12.0,,
94952,0.0,1.0,3.0,3.0,0.0,3.0,12.0,,
21969,0.0,1.0,3.0,3.0,1.0,0.0,12.0,2083.01871249,0.110757322714
22880,0.0,1.0,3.0,3.0,1.0,1.0,12.0,2083.6457021,0.109255646447
23791,0.0,1.0,3.0,3.0,1.0,2.0,12.0,,
24702,0.0,1.0,3.0,3.0,1.0,3.0,12.0,,
51738,0.0,1.0,3.0,3.0,2.0,0.0,12.0,1894.64788657,0.143128783728
52649,0.0,1.0,3.0,3.0,2.0,1.0,12.0,1894.11683651,0.139984617122
53560,0.0,1.0,3.0,3.0,2.0,2.0,12.0,1895.87491396,0.138773027902
54471,0.0,1.0,3.0,3.0,2.0,3.0,12.0,,
63744,0.0,2.0,0.0,0.0,0.0,0.0,12.0,,
64655,0.0,2.0,0.0,0.0,0.0,1.0,12.0,2443.23354066,0.186301978943
65566,0.0,2.0,0.0,0.0,0.0,2.0,12.0,2449.89936213,0.175838586959
66477,0.0,2.0,0.0,0.0,0.0,3.0,12.0,,
93513,0.0,2.0,0.0,0.0,1.0,0.0,12.0,,
94424,0.0,2.0,0.0,0.0,1.0,1.0,12.0,2149.0060191,0.172017628436
95335,0.0,2.0,0.0,0.0,1.0,2.0,12.0,,
96246,0.0,2.0,0.0,0.0,1.0,3.0,12.0,,
23263,0.0,2.0,0.0,0.0,2.0,0.0,12.0,,
24174,0.0,2.0,0.0,0.0,2.0,1.0,12.0,1944.84054644,-0.357383583468
25085,0.0,2.0,0.0,0.0,2.0,2.0,12.0,,
25996,0.0,2.0,0.0,0.0,2.0,3.0,12.0,,
78154,0.0,2.0,0.0,1.0,0.0,0.0,12.0,2436.27313291,0.179536831547
79065,0.0,2.0,0.0,1.0,0.0,1.0,12.0,2420.78368005,0.165060971804
79976,0.0,2.0,0.0,1.0,0.0,2.0,12.0,2426.98036802,0.165221137006
80887,0.0,2.0,0.0,1.0,0.0,3.0,12.0,,
7904,0.0,2.0,0.0,1.0,1.0,0.0,12.0,2157.94280394,0.185796536286
8815,0.0,2.0,0.0,1.0,1.0,1.0,12.0,2148.41773649,0.172978916072
9726,0.0,2.0,0.0,1.0,1.0,2.0,12.0,,
10637,0.0,2.0,0.0,1.0,1.0,3.0,12.0,,
37673,0.0,2.0,0.0,1.0,2.0,0.0,12.0,1959.52425637,-0.177808875749
38584,0.0,2.0,0.0,1.0,2.0,1.0,12.0,1936.32470777,0.587501892433
39495,0.0,2.0,0.0,1.0,2.0,2.0,12.0,,
40406,0.0,2.0,0.0,1.0,2.0,3.0,12.0,,
92564,0.0,2.0,0.0,2.0,0.0,0.0,12.0,2431.89557333,0.171090967361
93475,0.0,2.0,0.0,2.0,0.0,1.0,12.0,2422.6768123,0.165062274795
94386,0.0,2.0,0.0,2.0,0.0,2.0,12.0,2428.36031996,0.165236275876
95297,0.0,2.0,0.0,2.0,0.0,3.0,12.0,,
22314,0.0,2.0,0.0,2.0,1.0,0.0,12.0,2152.69453428,0.177909658861
23225,0.0,2.0,0.0,2.0,1.0,1.0,12.0,2147.32438515,0.173379374764
24136,0.0,2.0,0.0,2.0,1.0,2.0,12.0,,
25047,0.0,2.0,0.0,2.0,1.0,3.0,12.0,,
52083,0.0,2.0,0.0,2.0,2.0,0.0,12.0,1943.60806304,0.927689547602
52994,0.0,2.0,0.0,2.0,2.0,1.0,12.0,1930.84199452,0.899804708327
53905,0.0,2.0,0.0,2.0,2.0,2.0,12.0,,
54816,0.0,2.0,0.0,2.0,2.0,3.0,12.0,,
6955,0.0,2.0,0.0,3.0,0.0,0.0,12.0,2429.56677207,0.170558155316
7866,0.0,2.0,0.0,3.0,0.0,1.0,12.0,2423.67153838,0.165159050675
8777,0.0,2.0,0.0,3.0,0.0,2.0,12.0,2427.9953788,0.165277159344
9688,0.0,2.0,0.0,3.0,0.0,3.0,12.0,,
36724,0.0,2.0,0.0,3.0,1.0,0.0,12.0,2149.63639136,0.17461602558
37635,0.0,2.0,0.0,3.0,1.0,1.0,12.0,2147.2096479,0.174219937867
38546,0.0,2.0,0.0,3.0,1.0,2.0,12.0,,
39457,0.0,2.0,0.0,3.0,1.0,3.0,12.0,,
66493,0.0,2.0,0.0,3.0,2.0,0.0,12.0,1937.83984551,0.889591102125
67404,0.0,2.0,0.0,3.0,2.0,1.0,12.0,1931.13618227,1.41780432319
68315,0.0,2.0,0.0,3.0,2.0,2.0,12.0,,
69226,0.0,2.0,0.0,3.0,2.0,3.0,12.0,,
88765,0.0,2.0,1.0,0.0,0.0,0.0,12.0,2433.58349898,0.162730293551
89676,0.0,2.0,1.0,0.0,0.0,1.0,12.0,2400.77061897,0.149893693267
90587,0.0,2.0,1.0,0.0,0.0,2.0,12.0,2387.75933884,0.135409160938
91498,0.0,2.0,1.0,0.0,0.0,3.0,12.0,,
18515,0.0,2.0,1.0,0.0,1.0,0.0,12.0,,
19426,0.0,2.0,1.0,0.0,1.0,1.0,12.0,,
20337,0.0,2.0,1.0,0.0,1.0,2.0,12.0,,
21248,0.0,2.0,1.0,0.0,1.0,3.0,12.0,,
48284,0.0,2.0,1.0,0.0,2.0,0.0,12.0,1918.86549435,-0.151941504377
49195,0.0,2.0,1.0,0.0,2.0,1.0,12.0,1858.43461518,0.16623054058
50106,0.0,2.0,1.0,0.0,2.0,2.0,12.0,,
51017,0.0,2.0,1.0,0.0,2.0,3.0,12.0,,
3156,0.0,2.0,1.0,1.0,0.0,0.0,12.0,2374.59717259,0.127809048869
4067,0.0,2.0,1.0,1.0,0.0,1.0,12.0,2355.16378352,0.119576472962
4978,0.0,2.0,1.0,1.0,0.0,2.0,12.0,2391.47633237,0.119827266657
5889,0.0,2.0,1.0,1.0,0.0,3.0,12.0,,
32925,0.0,2.0,1.0,1.0,1.0,0.0,12.0,,
33836,0.0,2.0,1.0,1.0,1.0,1.0,12.0,,
34747,0.0,2.0,1.0,1.0,1.0,2.0,12.0,,
35658,0.0,2.0,1.0,1.0,1.0,3.0,12.0,,
62694,0.0,2.0,1.0,1.0,2.0,0.0,12.0,1886.64790355,0.184210688965
63605,0.0,2.0,1.0,1.0,2.0,1.0,12.0,1888.33689474,0.15712014625
64516,0.0,2.0,1.0,1.0,2.0,2.0,12.0,,
65427,0.0,2.0,1.0,1.0,2.0,3.0,12.0,,
17566,0.0,2.0,1.0,2.0,0.0,0.0,12.0,2364.59251848,0.120573699736
18477,0.0,2.0,1.0,2.0,0.0,1.0,12.0,2357.43438723,0.119992352967
19388,0.0,2.0,1.0,2.0,0.0,2.0,12.0,2393.41313724,0.119804586753
20299,0.0,2.0,1.0,2.0,0.0,3.0,12.0,,
47335,0.0,2.0,1.0,2.0,1.0,0.0,12.0,,
48246,0.0,2.0,1.0,2.0,1.0,1.0,12.0,,
49157,0.0,2.0,1.0,2.0,1.0,2.0,12.0,,
50068,0.0,2.0,1.0,2.0,1.0,3.0,12.0,,
77104,0.0,2.0,1.0,2.0,2.0,0.0,12.0,1891.90499359,0.164993430918
78015,0.0,2.0,1.0,2.0,2.0,1.0,12.0,1889.35806566,0.156694382418
78926,0.0,2.0,1.0,2.0,2.0,2.0,12.0,,
79837,0.0,2.0,1.0,2.0,2.0,3.0,12.0,,
31976,0.0,2.0,1.0,3.0,0.0,0.0,12.0,2362.99572783,0.118911708508
32887,0.0,2.0,1.0,3.0,0.0,1.0,12.0,2387.37508478,0.12497177301
33798,0.0,2.0,1.0,3.0,0.0,2.0,12.0,2395.36736918,0.119534517522
34709,0.0,2.0,1.0,3.0,0.0,3.0,12.0,,
61745,0.0,2.0,1.0,3.0,1.0,0.0,12.0,,
62656,0.0,2.0,1.0,3.0,1.0,1.0,12.0,,
63567,0.0,2.0,1.0,3.0,1.0,2.0,12.0,,
64478,0.0,2.0,1.0,3.0,1.0,3.0,12.0,,
91514,0.0,2.0,1.0,3.0,2.0,0.0,12.0,1891.06305199,0.159003581687
92425,0.0,2.0,1.0,3.0,2.0,1.0,12.0,1891.28642771,0.156129195802
93336,0.0,2.0,1.0,3.0,2.0,2.0,12.0,,
94247,0.0,2.0,1.0,3.0,2.0,3.0,12.0,,
13767,0.0,2.0,2.0,0.0,0.0,0.0,12.0,2423.84495292,0.156989389091
14678,0.0,2.0,2.0,0.0,0.0,1.0,12.0,2406.75175085,0.14860270187
15589,0.0,2.0,2.0,0.0,0.0,2.0,12.0,2402.33520715,0.138001749018
16500,0.0,2.0,2.0,0.0,0.0,3.0,12.0,,
43536,0.0,2.0,2.0,0.0,1.0,0.0,12.0,,2.0
44447,0.0,2.0,2.0,0.0,1.0,1.0,12.0,,2.0
45358,0.0,2.0,2.0,0.0,1.0,2.0,12.0,,
46269,0.0,2.0,2.0,0.0,1.0,3.0,12.0,,
73305,0.0,2.0,2.0,0.0,2.0,0.0,12.0,,
74216,0.0,2.0,2.0,0.0,2.0,1.0,12.0,,
75127,0.0,2.0,2.0,0.0,2.0,2.0,12.0,,
76038,0.0,2.0,2.0,0.0,2.0,3.0,12.0,,
28177,0.0,2.0,2.0,1.0,0.0,0.0,12.0,2395.81061809,0.130752695671
29088,0.0,2.0,2.0,1.0,0.0,1.0,12.0,2390.29099366,0.121402904249
29999,0.0,2.0,2.0,1.0,0.0,2.0,12.0,2392.29086756,0.121415652873
30910,0.0,2.0,2.0,1.0,0.0,3.0,12.0,,
57946,0.0,2.0,2.0,1.0,1.0,0.0,12.0,,2.0
58857,0.0,2.0,2.0,1.0,1.0,1.0,12.0,,2.0
59768,0.0,2.0,2.0,1.0,1.0,2.0,12.0,,
60679,0.0,2.0,2.0,1.0,1.0,3.0,12.0,,
87715,0.0,2.0,2.0,1.0,2.0,0.0,12.0,,
88626,0.0,2.0,2.0,1.0,2.0,1.0,12.0,,
89537,0.0,2.0,2.0,1.0,2.0,2.0,12.0,,
90448,0.0,2.0,2.0,1.0,2.0,3.0,12.0,,
42587,0.0,2.0,2.0,2.0,0.0,0.0,12.0,2393.14692087,0.122572152747
43498,0.0,2.0,2.0,2.0,0.0,1.0,12.0,2392.29085012,0.121407196792
44409,0.0,2.0,2.0,2.0,0.0,2.0,12.0,2394.28537057,0.12144488047
45320,0.0,2.0,2.0,2.0,0.0,3.0,12.0,,
72356,0.0,2.0,2.0,2.0,1.0,0.0,12.0,,2.0
73267,0.0,2.0,2.0,2.0,1.0,1.0,12.0,,2.0
74178,0.0,2.0,2.0,2.0,1.0,2.0,12.0,,
75089,0.0,2.0,2.0,2.0,1.0,3.0,12.0,,
2106,0.0,2.0,2.0,2.0,2.0,0.0,12.0,,
3017,0.0,2.0,2.0,2.0,2.0,1.0,12.0,,
3928,0.0,2.0,2.0,2.0,2.0,2.0,12.0,,
4839,0.0,2.0,2.0,2.0,2.0,3.0,12.0,,
56997,0.0,2.0,2.0,3.0,0.0,0.0,12.0,2393.82307387,0.12127750699
57908,0.0,2.0,2.0,3.0,0.0,1.0,12.0,2394.28814766,0.121334401133
58819,0.0,2.0,2.0,3.0,0.0,2.0,12.0,2396.27878469,0.121427225593
59730,0.0,2.0,2.0,3.0,0.0,3.0,12.0,,
86766,0.0,2.0,2.0,3.0,1.0,0.0,12.0,,2.0
87677,0.0,2.0,2.0,3.0,1.0,1.0,12.0,,2.0
88588,0.0,2.0,2.0,3.0,1.0,2.0,12.0,,
89499,0.0,2.0,2.0,3.0,1.0,3.0,12.0,,
16516,0.0,2.0,2.0,3.0,2.0,0.0,12.0,,
17427,0.0,2.0,2.0,3.0,2.0,1.0,12.0,,
18338,0.0,2.0,2.0,3.0,2.0,2.0,12.0,,
19249,0.0,2.0,2.0,3.0,2.0,3.0,12.0,,
38788,0.0,2.0,3.0,0.0,0.0,0.0,12.0,2420.14388266,0.152711319084
39699,0.0,2.0,3.0,0.0,0.0,1.0,12.0,2405.65911473,0.147418642977
40610,0.0,2.0,3.0,0.0,0.0,2.0,12.0,2401.16254668,0.135903156689
41521,0.0,2.0,3.0,0.0,0.0,3.0,12.0,,
68557,0.0,2.0,3.0,0.0,1.0,0.0,12.0,,2.0
69468,0.0,2.0,3.0,0.0,1.0,1.0,12.0,,2.0
70379,0.0,2.0,3.0,0.0,1.0,2.0,12.0,,
71290,0.0,2.0,3.0,0.0,1.0,3.0,12.0,,
98326,0.0,2.0,3.0,0.0,2.0,0.0,12.0,,2.0
99237,0.0,2.0,3.0,0.0,2.0,1.0,12.0,,2.0
129,0.0,2.0,3.0,0.0,2.0,2.0,12.0,,
1040,0.0,2.0,3.0,0.0,2.0,3.0,12.0,,
53198,0.0,2.0,3.0,1.0,0.0,0.0,12.0,2395.35012426,0.130302077967
54109,0.0,2.0,3.0,1.0,0.0,1.0,12.0,2389.2759226,0.121057537092
55020,0.0,2.0,3.0,1.0,0.0,2.0,12.0,2391.46361549,0.122398939612
55931,0.0,2.0,3.0,1.0,0.0,3.0,12.0,,
82967,0.0,2.0,3.0,1.0,1.0,0.0,12.0,,2.0
83878,0.0,2.0,3.0,1.0,1.0,1.0,12.0,,2.0
84789,0.0,2.0,3.0,1.0,1.0,2.0,12.0,,
85700,0.0,2.0,3.0,1.0,1.0,3.0,12.0,,
12717,0.0,2.0,3.0,1.0,2.0,0.0,12.0,,2.0
13628,0.0,2.0,3.0,1.0,2.0,1.0,12.0,,2.0
14539,0.0,2.0,3.0,1.0,2.0,2.0,12.0,,
15450,0.0,2.0,3.0,1.0,2.0,3.0,12.0,,
67608,0.0,2.0,3.0,2.0,0.0,0.0,12.0,2392.19401732,0.122915111149
68519,0.0,2.0,3.0,2.0,0.0,1.0,12.0,2391.26491492,0.121233922583
69430,0.0,2.0,3.0,2.0,0.0,2.0,12.0,2393.25246803,0.121307356789
70341,0.0,2.0,3.0,2.0,0.0,3.0,12.0,,
97377,0.0,2.0,3.0,2.0,1.0,0.0,12.0,,2.0
98288,0.0,2.0,3.0,2.0,1.0,1.0,12.0,,2.0
99199,0.0,2.0,3.0,2.0,1.0,2.0,12.0,,
91,0.0,2.0,3.0,2.0,1.0,3.0,12.0,,
27127,0.0,2.0,3.0,2.0,2.0,0.0,12.0,,2.0
28038,0.0,2.0,3.0,2.0,2.0,1.0,12.0,,2.0
28949,0.0,2.0,3.0,2.0,2.0,2.0,12.0,,
29860,0.0,2.0,3.0,2.0,2.0,3.0,12.0,,
82018,0.0,2.0,3.0,3.0,0.0,0.0,12.0,2392.83659508,0.121581226628
82929,0.0,2.0,3.0,3.0,0.0,1.0,12.0,2393.26296777,0.121230462155
83840,0.0,2.0,3.0,3.0,0.0,2.0,12.0,2395.2493439,0.121152111592
84751,0.0,2.0,3.0,3.0,0.0,3.0,12.0,,
11768,0.0,2.0,3.0,3.0,1.0,0.0,12.0,,2.0
12679,0.0,2.0,3.0,3.0,1.0,1.0,12.0,,2.0
13590,0.0,2.0,3.0,3.0,1.0,2.0,12.0,,
14501,0.0,2.0,3.0,3.0,1.0,3.0,12.0,,
41537,0.0,2.0,3.0,3.0,2.0,0.0,12.0,,2.0
42448,0.0,2.0,3.0,3.0,2.0,1.0,12.0,,2.0
43359,0.0,2.0,3.0,3.0,2.0,2.0,12.0,,
44270,0.0,2.0,3.0,3.0,2.0,3.0,12.0,,
92802,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2471.34098575,0.151984428974
93713,1.0,0.0,0.0,0.0,0.0,1.0,12.0,,
94624,1.0,0.0,0.0,0.0,0.0,2.0,12.0,,
95535,1.0,0.0,0.0,0.0,0.0,3.0,12.0,,
22552,1.0,0.0,0.0,0.0,1.0,0.0,12.0,2156.7843673,0.133974492098
23463,1.0,0.0,0.0,0.0,1.0,1.0,12.0,2126.08410964,0.120613832627
24374,1.0,0.0,0.0,0.0,1.0,2.0,12.0,,
25285,1.0,0.0,0.0,0.0,1.0,3.0,12.0,,
52321,1.0,0.0,0.0,0.0,2.0,0.0,12.0,1974.77552449,0.264536993233
53232,1.0,0.0,0.0,0.0,2.0,1.0,12.0,1895.06245531,0.145740759894
54143,1.0,0.0,0.0,0.0,2.0,2.0,12.0,,
55054,1.0,0.0,0.0,0.0,2.0,3.0,12.0,,
7193,1.0,0.0,0.0,1.0,0.0,0.0,12.0,,
8104,1.0,0.0,0.0,1.0,0.0,1.0,12.0,,
9015,1.0,0.0,0.0,1.0,0.0,2.0,12.0,,
9926,1.0,0.0,0.0,1.0,0.0,3.0,12.0,2415.75319608,0.103953819725
36962,1.0,0.0,0.0,1.0,1.0,0.0,12.0,2135.44168016,0.128370061931
37873,1.0,0.0,0.0,1.0,1.0,1.0,12.0,2127.13818452,0.121614594063
38784,1.0,0.0,0.0,1.0,1.0,2.0,12.0,,
39695,1.0,0.0,0.0,1.0,1.0,3.0,12.0,,
66731,1.0,0.0,0.0,1.0,2.0,0.0,12.0,1928.6280621,0.161851116813
67642,1.0,0.0,0.0,1.0,2.0,1.0,12.0,1889.88485962,0.137732436441
68553,1.0,0.0,0.0,1.0,2.0,2.0,12.0,,
69464,1.0,0.0,0.0,1.0,2.0,3.0,12.0,,
21603,1.0,0.0,0.0,2.0,0.0,0.0,12.0,,
22514,1.0,0.0,0.0,2.0,0.0,1.0,12.0,2369.26488549,0.103211627366
23425,1.0,0.0,0.0,2.0,0.0,2.0,12.0,2415.82465316,0.103952965434
24336,1.0,0.0,0.0,2.0,0.0,3.0,12.0,2417.7428524,0.103915194515
51372,1.0,0.0,0.0,2.0,1.0,0.0,12.0,2131.00835443,0.124752331417
52283,1.0,0.0,0.0,2.0,1.0,1.0,12.0,2129.12628778,0.121600579002
53194,1.0,0.0,0.0,2.0,1.0,2.0,12.0,,
54105,1.0,0.0,0.0,2.0,1.0,3.0,12.0,,
81141,1.0,0.0,0.0,2.0,2.0,0.0,12.0,1918.33967725,0.146229499663
82052,1.0,0.0,0.0,2.0,2.0,1.0,12.0,1913.67604713,0.139363241631
82963,1.0,0.0,0.0,2.0,2.0,2.0,12.0,,
83874,1.0,0.0,0.0,2.0,2.0,3.0,12.0,,
36013,1.0,0.0,0.0,3.0,0.0,0.0,12.0,,
36924,1.0,0.0,0.0,3.0,0.0,1.0,12.0,,
37835,1.0,0.0,0.0,3.0,0.0,2.0,12.0,,
38746,1.0,0.0,0.0,3.0,0.0,3.0,12.0,2421.27594967,0.106745416656
65782,1.0,0.0,0.0,3.0,1.0,0.0,12.0,2130.19970365,0.122420689982
66693,1.0,0.0,0.0,3.0,1.0,1.0,12.0,2130.74712718,0.121600598982
67604,1.0,0.0,0.0,3.0,1.0,2.0,12.0,,
68515,1.0,0.0,0.0,3.0,1.0,3.0,12.0,,
95551,1.0,0.0,0.0,3.0,2.0,0.0,12.0,,
96462,1.0,0.0,0.0,3.0,2.0,1.0,12.0,,
97373,1.0,0.0,0.0,3.0,2.0,2.0,12.0,,
98284,1.0,0.0,0.0,3.0,2.0,3.0,12.0,,
17804,1.0,0.0,1.0,0.0,0.0,0.0,12.0,2460.18629505,0.146223964072
18715,1.0,0.0,1.0,0.0,0.0,1.0,12.0,,
19626,1.0,0.0,1.0,0.0,0.0,2.0,12.0,,
20537,1.0,0.0,1.0,0.0,0.0,3.0,12.0,,
47573,1.0,0.0,1.0,0.0,1.0,0.0,12.0,2158.07951154,0.131599491219
48484,1.0,0.0,1.0,0.0,1.0,1.0,12.0,2125.72088391,0.119210904261
49395,1.0,0.0,1.0,0.0,1.0,2.0,12.0,,
50306,1.0,0.0,1.0,0.0,1.0,3.0,12.0,,
77342,1.0,0.0,1.0,0.0,2.0,0.0,12.0,1976.35664059,0.268822539987
78253,1.0,0.0,1.0,0.0,2.0,1.0,12.0,1892.70010004,0.148342643427
79164,1.0,0.0,1.0,0.0,2.0,2.0,12.0,,
80075,1.0,0.0,1.0,0.0,2.0,3.0,12.0,,
32214,1.0,0.0,1.0,1.0,0.0,0.0,12.0,2380.15349488,0.11173661913
33125,1.0,0.0,1.0,1.0,0.0,1.0,12.0,,
34036,1.0,0.0,1.0,1.0,0.0,2.0,12.0,,
34947,1.0,0.0,1.0,1.0,0.0,3.0,12.0,2403.57150816,0.101302583959
61983,1.0,0.0,1.0,1.0,1.0,0.0,12.0,2134.28078974,0.12626523502
62894,1.0,0.0,1.0,1.0,1.0,1.0,12.0,2126.21412565,0.120991045857
63805,1.0,0.0,1.0,1.0,1.0,2.0,12.0,,
64716,1.0,0.0,1.0,1.0,1.0,3.0,12.0,,
91752,1.0,0.0,1.0,1.0,2.0,0.0,12.0,1921.50009531,0.159571483036
92663,1.0,0.0,1.0,1.0,2.0,1.0,12.0,1912.50949227,0.142129408576
93574,1.0,0.0,1.0,1.0,2.0,2.0,12.0,,
94485,1.0,0.0,1.0,1.0,2.0,3.0,12.0,,
46624,1.0,0.0,1.0,2.0,0.0,0.0,12.0,,
47535,1.0,0.0,1.0,2.0,0.0,1.0,12.0,2361.30065139,0.101062869737
48446,1.0,0.0,1.0,2.0,0.0,2.0,12.0,2403.57721821,0.101269818434
49357,1.0,0.0,1.0,2.0,0.0,3.0,12.0,2405.51202675,0.1010945821
76393,1.0,0.0,1.0,2.0,1.0,0.0,12.0,2129.70054466,0.123179540945
77304,1.0,0.0,1.0,2.0,1.0,1.0,12.0,2128.21198406,0.120976208728
78215,1.0,0.0,1.0,2.0,1.0,2.0,12.0,,
79126,1.0,0.0,1.0,2.0,1.0,3.0,12.0,,
6143,1.0,0.0,1.0,2.0,2.0,0.0,12.0,1917.43192465,0.145294093331
7054,1.0,0.0,1.0,2.0,2.0,1.0,12.0,1913.80839012,0.141400016777
7965,1.0,0.0,1.0,2.0,2.0,2.0,12.0,,
8876,1.0,0.0,1.0,2.0,2.0,3.0,12.0,,
61034,1.0,0.0,1.0,3.0,0.0,0.0,12.0,,
61945,1.0,0.0,1.0,3.0,0.0,1.0,12.0,,
62856,1.0,0.0,1.0,3.0,0.0,2.0,12.0,,
63767,1.0,0.0,1.0,3.0,0.0,3.0,12.0,2407.83902714,0.100917221395
90803,1.0,0.0,1.0,3.0,1.0,0.0,12.0,2129.22213548,0.121873176591
91714,1.0,0.0,1.0,3.0,1.0,1.0,12.0,2129.93063795,0.121188644054
92625,1.0,0.0,1.0,3.0,1.0,2.0,12.0,,
93536,1.0,0.0,1.0,3.0,1.0,3.0,12.0,,
20553,1.0,0.0,1.0,3.0,2.0,0.0,12.0,,
21464,1.0,0.0,1.0,3.0,2.0,1.0,12.0,,
22375,1.0,0.0,1.0,3.0,2.0,2.0,12.0,,
23286,1.0,0.0,1.0,3.0,2.0,3.0,12.0,,
42825,1.0,0.0,2.0,0.0,0.0,0.0,12.0,2459.62806784,0.147320126079
43736,1.0,0.0,2.0,0.0,0.0,1.0,12.0,,
44647,1.0,0.0,2.0,0.0,0.0,2.0,12.0,,
45558,1.0,0.0,2.0,0.0,0.0,3.0,12.0,,
72594,1.0,0.0,2.0,0.0,1.0,0.0,12.0,2167.76207805,0.131271792658
73505,1.0,0.0,2.0,0.0,1.0,1.0,12.0,2127.3745776,0.11782186682
74416,1.0,0.0,2.0,0.0,1.0,2.0,12.0,,
75327,1.0,0.0,2.0,0.0,1.0,3.0,12.0,,
2344,1.0,0.0,2.0,0.0,2.0,0.0,12.0,1979.34473856,0.270319810859
3255,1.0,0.0,2.0,0.0,2.0,1.0,12.0,1914.8465881,0.150374986986
4166,1.0,0.0,2.0,0.0,2.0,2.0,12.0,,
5077,1.0,0.0,2.0,0.0,2.0,3.0,12.0,,
57235,1.0,0.0,2.0,1.0,0.0,0.0,12.0,2411.90611799,0.112801681108
58146,1.0,0.0,2.0,1.0,0.0,1.0,12.0,,
59057,1.0,0.0,2.0,1.0,0.0,2.0,12.0,,
59968,1.0,0.0,2.0,1.0,0.0,3.0,12.0,2410.54423774,0.101284162629
87004,1.0,0.0,2.0,1.0,1.0,0.0,12.0,2135.58991568,0.124017667525
87915,1.0,0.0,2.0,1.0,1.0,1.0,12.0,2127.80668841,0.119197302924
88826,1.0,0.0,2.0,1.0,1.0,2.0,12.0,,
89737,1.0,0.0,2.0,1.0,1.0,3.0,12.0,,
16754,1.0,0.0,2.0,1.0,2.0,0.0,12.0,1928.51765714,0.159561690673
17665,1.0,0.0,2.0,1.0,2.0,1.0,12.0,1912.39806919,0.142057440529
18576,1.0,0.0,2.0,1.0,2.0,2.0,12.0,,
19487,1.0,0.0,2.0,1.0,2.0,3.0,12.0,,
71645,1.0,0.0,2.0,2.0,0.0,0.0,12.0,,
72556,1.0,0.0,2.0,2.0,0.0,1.0,12.0,2412.13517045,0.103659796229
73467,1.0,0.0,2.0,2.0,0.0,2.0,12.0,2410.57165122,0.10120431589
74378,1.0,0.0,2.0,2.0,0.0,3.0,12.0,2412.54036307,0.101233294144
1395,1.0,0.0,2.0,2.0,1.0,0.0,12.0,2131.33344576,0.121491187777
2306,1.0,0.0,2.0,2.0,1.0,1.0,12.0,2129.80661335,0.119198959184
3217,1.0,0.0,2.0,2.0,1.0,2.0,12.0,,
4128,1.0,0.0,2.0,2.0,1.0,3.0,12.0,,
31164,1.0,0.0,2.0,2.0,2.0,0.0,12.0,1917.616679,0.144863334932
32075,1.0,0.0,2.0,2.0,2.0,1.0,12.0,1913.67664865,0.141296547085
32986,1.0,0.0,2.0,2.0,2.0,2.0,12.0,,
33897,1.0,0.0,2.0,2.0,2.0,3.0,12.0,,
86055,1.0,0.0,2.0,3.0,0.0,0.0,12.0,,
86966,1.0,0.0,2.0,3.0,0.0,1.0,12.0,,
87877,1.0,0.0,2.0,3.0,0.0,2.0,12.0,,
88788,1.0,0.0,2.0,3.0,0.0,3.0,12.0,2414.75197954,0.100782437097
15805,1.0,0.0,2.0,3.0,1.0,0.0,12.0,2130.90190391,0.12038282258
16716,1.0,0.0,2.0,3.0,1.0,1.0,12.0,2131.50703652,0.119238820199
17627,1.0,0.0,2.0,3.0,1.0,2.0,12.0,,
18538,1.0,0.0,2.0,3.0,1.0,3.0,12.0,,
45574,1.0,0.0,2.0,3.0,2.0,0.0,12.0,,
46485,1.0,0.0,2.0,3.0,2.0,1.0,12.0,,
47396,1.0,0.0,2.0,3.0,2.0,2.0,12.0,,
48307,1.0,0.0,2.0,3.0,2.0,3.0,12.0,,
67846,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2461.59293676,0.147152455308
68757,1.0,0.0,3.0,0.0,0.0,1.0,12.0,,
69668,1.0,0.0,3.0,0.0,0.0,2.0,12.0,,
70579,1.0,0.0,3.0,0.0,0.0,3.0,12.0,,
97615,1.0,0.0,3.0,0.0,1.0,0.0,12.0,2170.08766312,0.130440921227
98526,1.0,0.0,3.0,0.0,1.0,1.0,12.0,2129.40464649,0.117785429857
99437,1.0,0.0,3.0,0.0,1.0,2.0,12.0,,
329,1.0,0.0,3.0,0.0,1.0,3.0,12.0,,
27365,1.0,0.0,3.0,0.0,2.0,0.0,12.0,1982.66232832,0.269086026648
28276,1.0,0.0,3.0,0.0,2.0,1.0,12.0,1914.80627477,0.150178543371
29187,1.0,0.0,3.0,0.0,2.0,2.0,12.0,,
30098,1.0,0.0,3.0,0.0,2.0,3.0,12.0,,
82256,1.0,0.0,3.0,1.0,0.0,0.0,12.0,2411.49855493,0.112694743995
83167,1.0,0.0,3.0,1.0,0.0,1.0,12.0,,
84078,1.0,0.0,3.0,1.0,0.0,2.0,12.0,,
84989,1.0,0.0,3.0,1.0,0.0,3.0,12.0,2409.82873156,0.101006582257
12006,1.0,0.0,3.0,1.0,1.0,0.0,12.0,2137.59961153,0.123224840653
